,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b3214,0.220567287,0.250761331,0.277509399,0.145225046,0.201710653,0.243659509,0.938607724,1.82389917
b1775,0.297169103,0.246604066,0.198576802,0.304122904,0.291908112,0.258624247,0.57268677,0.398735269
b0234,0.248021216,0.241452299,0.491626887,0.287320634,0.302971633,0.487497551,0.337435983,0.682352081
b3668,0.266777696,0.204619893,0.318875432,0.432882933,0.298499255,0.086433167,0.37734082,0.430527073
b3227,0.326064408,0.247304159,0.423393093,0.24809227,0.301943348,0.386393363,0.169590246,0.276855105
b3808,0.303629495,0.307207216,0.252164137,0.291604483,0.263922847,0.457087867,0.105555211,0.270683602
b4338,0.173481807,0.139130508,0.160339126,0.223738285,0.25569634,0.140366661,0.3484031,0.297344062
b2365,0.226489799,0.179164532,0.157013335,0.15765753,0.208602364,0.332603557,0.104387286,0.085874504
b2761,0.219652789,0.195636489,0.089878649,0.193642909,0.189808209,0.160755852,0.103561151,0.105122572
b4128,0.206084689,0.207941697,0.183620941,0.11616212,0.168250754,0.295989237,0.122991001,0.127750388
b3159,0.249342069,0.285265551,0.286879177,0.393690677,0.274761453,0.230457924,0.343459236,0.177377913
b1226,0.181544838,0.207263886,0.273457293,0.165465364,0.202893036,0.284714184,0.182848431,0.136004158
b4195,0.297626302,0.379934967,0.253233515,0.305544951,0.224961768,0.354304097,0.475165074,0.225892591
b4101,0.103048447,0.102008323,0.093103196,0.083625097,0.088336405,0.101994131,0.128815415,0.131004157
b2990,0.293416036,0.282286767,0.305289763,0.340243398,0.3105253,0.285139123,0.458151881,0.393927522
b1351,0.127736184,0.135395976,0.114812464,0.104092948,0.106832462,0.108749841,1.101300335,0.531584967
b0913,0.202801322,0.16824675,0.241622861,0.186952326,0.173312659,0.280363413,0.105770927,0.191366613
b4239,0.323724647,0.152904025,0.36266697,0.239792984,0.483824395,0.738334788,0.082258185,0.073495677
b0686,0.26167101,0.288375067,0.381552312,0.35680029,0.350039505,0.60928288,0.652819134,0.626930951
b0038,0.272067045,0.287372851,0.543582668,0.193368479,0.251851863,0.342716503,0.464407609,0.562616685
b1558,0.254534086,0.302301728,0.274368917,0.241257723,0.259069735,0.298163958,0.195483075,0.959120279
b4087,0.221972606,0.250070157,0.248314946,0.212655316,0.290767695,0.52215181,0.262306912,0.194983038
b0560,0.267040914,0.311478549,0.439700162,0.32077119,0.236425877,0.256266776,0.267140465,0.312879806
b0427,0.157306765,0.16068108,0.235728566,0.202165404,0.167910321,0.277380292,0.198190513,0.313844024
b1522,0.325897505,0.243004814,0.465259382,0.292966613,0.289297294,0.257706044,0.244645544,0.293678012
b0303,0.173176306,0.234447524,0.196396161,0.244219047,0.246615573,0.174377585,0.213743779,0.219429756
b2429,0.242331423,0.148452842,0.139166462,0.188596667,0.216291816,0.141776675,0.113731096,0.058001331
b2486,0.301308588,0.356789452,0.337262929,0.153914069,0.225768647,0.392465305,0.261635375,0.430273519
b2956,0.162019733,0.216984523,0.176009296,0.239400889,0.196536874,0.200209049,0.163501564,0.16452921
b2386,0.23566305,0.246182218,0.208476587,0.170485562,0.214331345,0.455491587,0.212641112,0.214927344
b0342,0.29731832,0.342624963,0.259802343,0.279675849,0.344162903,0.346998928,0.411943951,0.311435946
b2583,0.231907898,0.24297153,0.336367445,0.27986715,0.277373199,0.247292796,0.670576886,0.768306215
b4385,0.243968208,0.225287322,0.178833921,0.235921043,0.270348509,0.262569977,0.358326005,0.289844246
b4145,0.241313725,0.178949313,0.289242598,0.221846997,0.27401379,0.304307226,0.393780019,0.393129662
b0561,0.113403741,0.124469111,0.070530778,0.088076034,0.134214258,0.102027268,0.09533711,0.12006715
b0294,0.252857809,0.365201288,0.24123326,0.2433083,0.255591692,0.369364593,0.320851451,0.436832424
b2250,0.254920326,0.434825329,0.157569623,0.356159673,0.283119467,0.246322314,0.694729978,0.793421436
b3507,0.189057302,0.263104286,0.18885795,0.080195635,0.17701591,0.174235937,0.562913457,0.735062661
b3577,0.196311566,0.168610456,0.130593884,0.094931648,0.135738926,0.607436105,0.063600945,0.119667853
b1240,0.268614911,0.319813239,0.34533207,0.367265371,0.280444399,0.166270544,0.350025761,0.381976965
b1338,0.349415268,0.310290252,0.411762564,0.42103489,0.377054466,0.336768508,0.230745863,0.13788627
b1156,0.293472212,0.196405368,0.239506579,0.240095417,0.269006752,0.183784784,0.396649036,0.358676281
b4065,0.178449339,0.152132498,0.170078133,0.151330371,0.15184057,0.138942089,0.275330548,0.13881547
b0554,0.225489238,0.17749758,0.188876046,0.32694946,0.241457672,0.321867411,0.277998021,0.701175928
b2210,0.226927179,0.212660305,0.249989674,0.287009859,0.203066198,0.238554364,0.419896844,2.300716363
b1673,0.264056806,0.19356975,0.196681251,0.205485776,0.230460752,0.248812696,0.978199194,0.025930905
b1196,0.331053694,0.290533055,0.362445928,0.207407044,0.267320816,0.572815885,0.054073605,0.197025032
b1904,0.113219376,0.108577706,0.089038428,2.936181181,0.269967465,0.179125061,0.104694748,0.085800117
b2071,0.228282573,0.201792891,0.236628687,0.164997992,0.172731258,0.215182075,0.473075484,0.26928375
b0990,0.085319127,0.076494128,0.12690587,0.051127025,0.067316308,0.170695767,0.113670966,0.356016194
b2311,0.234121527,0.30003896,0.325779452,0.309033398,0.306966704,0.313274293,0.317573195,0.762043795
b3711,0.138795478,0.159957491,0.198888844,0.168164244,0.184313752,0.117836927,0.106778253,0.097610995
b1722,0.182846807,0.19280337,0.273929654,1.083357626,0.384125841,0.175513451,0.423071069,0.778319019
b2705,0.301967709,0.202780862,0.323136917,0.285755779,0.276726568,0.444557964,0.406858744,0.311882453
b2945,0.239213082,0.259055985,0.238888676,0.243011369,0.303174448,0.308613258,0.26481107,0.383928937
b3874,0.253388365,0.227859331,0.335099768,0.353805071,0.276281259,0.281076977,0.304772383,0.161197633
b0263,0.276253892,0.237716722,0.257363375,0.306427066,0.297159464,0.233099092,0.328428075,0.310849049
b2117,0.132376432,0.133670714,0.17722727,0.177515112,0.182122443,0.116782203,0.248377424,0.354012405
b3374,0.256272181,0.214991927,0.252901668,0.2673474,0.208337752,0.358232763,0.318742901,0.31286959
b1978,0.257837879,0.301742255,0.379953942,0.258265033,0.209902406,0.304615851,0.341478177,0.322153955
b2766,0.306845875,0.324866954,0.194261945,0.204951287,0.291958572,0.53554884,0.330493493,0.206177146
b1346,0.176103363,0.211404035,0.199470932,0.219834139,0.163313966,0.185329602,0.124485232,0.132861967
b1567,0.269398964,0.214204311,0.272971118,0.450961082,0.277900842,0.269008432,0.246019487,0.249505278
b1560,0.066067673,0.078112795,0.057100908,0.08356981,0.058463602,0.07699214,0.084514412,0.049623162
b4066,0.175715984,0.18809028,0.062676433,0.175679341,0.188061902,0.220129942,0.330899267,0.150627898
b1786,0.289607599,0.392258179,0.266595094,0.320092978,0.336114321,0.443915966,0.340759641,0.405479012
b1699,0.280437683,0.238549046,0.308206935,0.334619019,0.272052044,0.411238162,0.332366334,0.33733222
b3547,0.209745614,0.213519527,0.102407029,0.241903539,0.199387322,0.209230748,0.107247527,0.060833463
b0518,0.312746136,0.254792309,0.231571029,0.409019649,0.349962356,0.261553259,0.248883652,0.08405056
b1689,0.354056342,0.348243363,0.26207066,0.450203961,0.392458378,0.531643853,0.008114931,0.064841978
b4278,0.152077095,0.138827432,0.138796853,0.15462699,0.213573156,0.289661558,0.118649809,0.175617063
b2721,0.254585816,0.271944097,0.334921472,0.302420057,0.282157458,0.16704263,0.316786963,0.340146573
b3078,0.362299659,0.279183535,0.190151116,0.316510038,0.300618074,0.324103692,0.115314902,0.09562584
b2468,0.226266747,0.249552014,0.202493958,0.222646251,0.251418402,0.323779432,0.24463867,0.218073119
b1122,0.191770339,0.19251496,0.292409519,0.533610552,0.287089486,0.200322179,0.687475667,0.61359428
b1700,0.104656246,0.150254367,0.155556336,0.139039837,0.105194654,0.198233342,0.08977858,0.057100129
b3254,0.24247425,0.255176971,0.2244145,0.309015925,0.268539409,0.516439069,0.221142215,0.308428355
b1368,0.285673268,0.272510999,0.239863634,0.283739288,0.289171653,0.286757872,0.213536986,0.188589077
b4241,0.136918538,0.190152574,0.227135131,0.213433145,0.195527092,0.213534622,0.207732528,0.174575228
b0296,0.169887331,0.216923415,0.277471338,0.17224127,0.168856743,0.200236964,0.126599705,0.274041756
b1348,0.256923392,0.257746151,0.378878885,0.418089952,0.264814892,0.218927977,0.457831337,0.205767439
b1389,0.179152252,0.276991379,0.239375699,0.256226057,0.205297266,0.178017598,0.044232467,0.092779316
b2917,0.287874728,0.244609125,0.346590785,0.240376957,0.279959576,0.219306182,0.262645094,0.297195871
b0344,0.137044789,0.154898584,0.169530079,0.163729808,0.170339322,0.188546291,0.411499796,0.465252926
b0279,0.188042361,0.398128531,0.59326583,0.262439817,0.281373968,0.142930866,0.611881421,0.346532647
b3077,0.369653122,0.272359389,0.173572465,0.288409937,0.270007035,0.274430935,0.16558891,0.115769801
b2996,0.236311966,0.19228214,0.154047778,0.170782286,0.252459566,0.314605066,0.906143435,0.296906444
b1469,0.20468427,0.288368905,0.131179587,0.085652985,0.16933738,0.278696586,0.113256178,0.09775695
b3113,0.300792755,0.37184927,0.245677863,0.309618056,0.294823734,0.36167871,0.263157704,0.227285912
b3818,0.126346959,0.133050768,0.15109897,0.11270487,0.147848797,0.15151121,0.113424987,0.075274158
b4292,0.131883712,0.306403592,0.446567097,0.20505502,0.216666427,0.215119136,0.272732404,0.795517901
b0787,0.277353712,0.230356259,0.226524561,0.272800948,0.290001707,0.305442116,0.275624067,0.403797564
b0358,0.428112266,0.312384754,0.14755256,0.199923368,0.298023113,0.319349587,0.003398678,0.097507843
b2275,0.287334513,0.253970206,0.215917271,0.322433775,0.285118032,0.239272702,0.40144093,0.382175231
b1337,0.327154699,0.248340389,0.428950838,0.394989398,0.314123642,0.273074224,0.220660175,0.252339705
b1557,0.178966291,0.223956655,0.212951126,0.177421031,0.195697341,0.323913685,0.108685432,0.428477798
b0241,0.181483773,0.189309115,0.156523363,0.753283711,0.284121249,0.113670534,0.420289323,0.528685959
b1268,0.032209209,0.030297201,0.086465376,0.033092704,0.022926743,0.02002465,0.032248407,0.031975583
b2072,0.243854178,0.256246059,0.260149133,0.262833942,0.263224349,0.3129409,0.221436464,0.285126856
b0511,0.13372154,0.099270194,0.086033266,0.159454014,0.136891082,0.118245334,0.07498753,0.002544353
b3020,0.200253345,0.168940798,0.163788442,0.21472329,0.227197932,0.120892258,0.14302241,0.104757325
b2826,0.193960577,0.229270239,0.146804866,0.208115923,0.219515118,0.210738806,0.103664992,0.112995087
b3953,0.253551279,0.219842292,0.215117473,0.241041089,0.240647221,0.139350495,0.232038965,0.281708143
b2686,0.249057282,0.187830941,0.269394234,0.257331818,0.20943853,0.252429115,0.506840467,0.816523903
b3646,0.188434017,0.188647168,0.224759391,0.206446061,0.191067412,0.136249025,0.018708236,0.041663081
b3115,0.170083676,0.204643424,0.15671474,0.164098796,0.185381714,0.155066773,0.175780424,0.2141437
b0697,0.291055769,0.388822457,0.718024287,0.285361995,0.271969042,0.06775431,0.340593099,0.353603573
b0702,0.144157952,0.161199414,0.12625595,0.111977547,0.129525478,0.147530788,0.206433278,0.239265017
b0603,0.138441695,0.131398236,0.144848364,0.173859161,0.144408653,0.126311071,0.362853866,0.246328565
b4309,0.274870359,0.411578223,0.306298798,0.200306655,0.310272944,0.122796477,0.371196991,0.227070934
b0290,0.273158874,0.352510434,0.377446347,0.207654346,0.256659099,0.282543013,0.309215369,0.330873338
b3110,0.236187848,0.216304564,0.305686267,0.245676218,0.247507239,0.86879392,0.259687584,0.296778732
b4306,0.327854077,0.22803023,0.160137318,0.277536657,0.275960322,0.373062156,0.455050232,0.130644829
b0994,0.177476114,0.118068307,0.194123386,0.197108007,0.193082965,0.330671796,0.242701406,0.131533843
b0699,0.153060992,0.16619421,0.258692866,0.097209224,0.138110876,0.724176229,1.097500127,0.835280447
b1573,0.297034003,0.255562004,0.347599644,0.327524245,0.271324397,0.317389853,0.265562481,0.275604322
b0301,0.243898555,0.283772987,0.288608017,0.309149758,0.379119821,0.251147398,0.247652189,0.281349996
b3324,0.136923982,0.153264025,0.190968293,0.142802778,0.169447731,0.093916366,0.218393153,0.367793219
b2972,0.144228488,0.195798454,0.183641752,0.22191391,0.193958161,0.225785688,1.639362019,4.129830669
b1601,0.167706839,0.191400832,0.179511079,0.16262415,0.147626381,0.181660587,0.175409352,0.197333046
b2852,0.188085112,0.221196415,0.188867849,0.147337768,0.164183238,0.161052269,0.068071866,0.218433143
b4011,0.240389789,0.253649871,0.261754478,0.232043318,0.25296619,0.273017666,0.185680705,0.550487572
b0309,0.27331625,0.222714024,0.217239275,0.351646112,0.269408689,0.17724069,0.181701929,0.301129787
b2454,0.291047422,0.277315799,0.191161191,0.269063422,0.288084315,0.293122347,0.202144478,0.204872525
b1202,0.221038294,0.444728838,0.339161714,0.183016131,0.226081455,0.191475206,0.315476581,0.527682116
b1212,0.135175294,0.214621861,0.164730409,0.161069469,0.148169578,0.160152373,0.300014336,0.425038658
b0317,0.302240138,0.205359363,0.646998176,0.133061893,0.236068404,0.58685841,0.09112737,0.127604948
b3521,0.24151834,0.264265883,0.250486234,0.26637255,0.287890174,0.232315173,0.387986422,0.425316827
b2242,0.174132523,0.173052068,0.458035218,0.183615747,0.131003521,0.158935704,0.137317856,0.099399948
b0943,0.282775534,0.273915478,0.493378038,0.221115397,0.27258634,0.245588097,0.204987612,0.281507876
b0969,0.198504759,0.256317767,0.227002977,0.28901246,0.223151892,0.224768492,0.384813837,0.341082867
b0986,0.144206921,0.169195777,0.148632753,0.160790679,0.154155712,0.194840076,0.340533433,0.326535617
b1721,0.232226443,0.210843845,0.268283718,0.697710235,0.214965261,0.303882213,0.412436566,0.123209329
b0539,0.087115566,0.121971084,0.108299444,0.107030483,0.108059667,0.114189085,0.113717343,0.124830489
b1159,0.091641412,0.197688135,0.172196902,0.248702236,0.204306343,0.163620665,0.177528653,0.229379619
b0283,0.280074682,0.289906934,0.415446838,0.169785647,0.252707233,0.303863175,0.12711738,0.272401965
b3262,0.170004948,0.145277145,0.162291658,0.152460712,0.151213221,0.158134324,0.16994351,0.149229837
b1734,0.103745814,0.130772855,0.119045267,0.113990157,0.145838314,0.071079067,0.099621079,0.092336273
b2138,0.237426979,0.252168185,0.245449429,0.256020327,0.238058737,0.118854731,0.297144906,0.237095795
b0355,0.15709273,0.144648797,0.062557425,0.116195992,0.130070463,0.078871993,0.556274579,0.4724764
b1224,0.188559298,0.198119333,0.180677013,0.138050126,0.19563963,0.199693882,0.328434318,0.11630347
b2297,0.274555993,0.225534396,0.297406446,0.218418586,0.248122448,0.304111326,0.308926204,0.316174863
b2867,0.181098496,0.173333345,0.122754634,0.144253195,0.170325334,0.166084095,0.105042138,0.081962806
b1728,0.14460692,0.140773168,0.237519352,0.148719659,0.161018207,0.220001465,0.131007646,0.162387709
b1154,0.21979566,0.228229548,0.181761257,0.233322832,0.217381361,0.196023266,0.569555787,0.205891706
b3657,0.153565444,0.150353673,0.15869201,0.17031411,0.159588813,0.248588727,0.179858043,0.179414423
b1698,0.131554883,0.112065818,0.134414564,0.344054004,0.213974991,0.222206468,0.190383805,0.226743122
b3013,0.150713079,0.190064474,0.163360732,0.11798059,0.14498808,0.203960483,0.146633882,0.192469094
b0589,0.26227886,0.303135942,0.279373912,0.239830812,0.245297669,0.179762518,0.279948336,0.541091821
b1660,0.186043512,0.126122824,0.129551293,0.124243821,0.134760033,0.158734616,0.155003187,0.186897437
b2563,0.091013184,0.090632119,0.128447989,0.084738232,0.08711762,0.101019748,0.14297284,0.054976712
b0647,0.172474566,0.155465561,0.131062803,0.14613718,0.162726749,0.145813128,0.339227135,0.171332674
b1150,0.198876464,0.21667581,0.196173162,0.134275175,0.249480035,0.174424744,0.254549108,0.130613057
b1644,0.240158879,0.283849306,0.192206394,0.249437684,0.20748693,0.145380711,0.28264953,0.418661024
b3663,0.229799118,0.215115325,0.308623197,0.277066842,0.246055838,0.362277526,0.212937735,0.310237434
b2048,0.189828256,0.325529009,0.210197373,0.191222437,0.190576363,0.405531433,0.419015871,0.232903691
b2787,0.256561239,0.261928683,0.225997759,0.224132841,0.21335227,0.445492742,0.170909986,0.162647947
b4093,0.248829625,0.291126086,0.302738113,0.189341079,0.26004611,0.414936264,0.191725267,0.245215067
b3664,0.149921768,0.177983699,0.19744764,0.181158406,0.207616654,0.125957949,0.178096076,0.137445952
b1358,0.156528307,0.169879311,0.168156839,0.126966804,0.141109495,0.139307528,0.20923057,0.158780262
b3370,0.273147663,0.201436323,0.169609966,0.235407496,0.233489446,0.273698721,0.197191353,0.186098566
b1569,0.108124608,0.106335336,0.104377729,0.086363165,0.084353175,0.140939646,0.05965428,0.155170309
b1565,0.232402225,0.241847209,0.239613209,0.46476719,0.237983159,0.2390781,0.197333388,0.214057647
b3683,0.227352105,0.14136995,0.143947675,0.16489068,0.175583006,0.163831198,0.309849593,0.337710279
b3880,0.252111584,0.203998249,0.197596503,0.21902664,0.26953361,0.357450283,0.387799912,0.224864765
b1556,0.113116435,0.120623221,0.064742355,0.280304927,0.121832801,0.10767764,0.150253443,0.12921863
b0348,0.172351766,0.189115583,0.265359936,0.241789881,0.214428597,0.138862279,0.011188468,0.137406075
b2797,0.224983304,0.274762364,0.240697328,0.292824588,0.27091648,0.175856125,0.448236796,0.446137387
b2122,0.216875085,0.266814984,0.218944504,0.228709487,0.236452289,0.170049087,0.217316421,0.225485214
b0562,0.293760388,0.259308096,0.167104258,0.326213173,0.304849098,0.201885396,0.069961439,0.112378689
b2871,0.250461078,0.220045449,0.160151901,0.239797685,0.288749935,0.224898125,0.144597472,0.13320684
b2060,0.187943969,0.303764882,0.122826662,0.176810876,0.146723233,0.091573242,0.14191458,0.167118805
b1796,0.226436542,0.206214941,0.208846725,0.249381215,0.167028999,0.260772078,0.134700981,0.143962075
b0140,0.110650307,0.101436713,0.102897001,0.108375257,0.094356591,0.08244055,0.061661392,0.105312369
b3365,0.12444883,0.117736075,0.120608828,0.10766783,0.12333161,0.115672396,0.826883811,0.380295987
b3827,0.201720193,0.171754387,0.281286917,0.234535033,0.223230369,0.217930879,0.235032297,0.389590974
b3328,0.170821187,0.154933203,0.180944138,0.173537309,0.200583349,0.208312852,0.401394767,0.440261373
b2862,0.240049124,0.243633703,0.248311039,0.260285163,0.216590843,0.301253264,0.137490305,0.34246742
